date	number
13-Aug-12	61
09-Apr-13	75
02-May-13	80
28-Oct-13	86
18-Dec-13	1000
17-Jan-14	1004
23-Apr-14	1015
14-May-14	1059
03-Jun-14	1061
09-Jun-14	1074
14-Jun-14	1085
18-Jun-14	1086
20-Jun-14	1096
05-Aug-14	1188
